case	consumer	rc	phase	surface	normalised_argv	instrument	reason
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-needsattn	0	P1	ae list	ae list --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	list-active-json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tpairthrottledoverunanswered	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3b/c05-throttled-over-unanswered-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tpairthrottledoverunanswered/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-needsattn	0	P1	ae list	ae list --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	list-active-json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tcompetingnoclear	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3b/c06-competing-noclear-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tcompetingnoclear/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-needsattn	0	P1	ae list	ae list --needs-attn	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-active	0	P1	ae list	ae list --active	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	list-active-json	0	P1	ae list	ae list --active --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tcompetingnoclear	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A3b/c06-competing-noclear-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tcompetingnoclear/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A4/c01-status-live-live/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta4c01statuslive	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c01-status-live-live/consumers.tsv	status-noarg	1	P1-ADJACENT	ae status	ae status	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c01-status-live-live/consumers.tsv	status-missing	1	P1-ADJACENT	ae status	ae status no-such-session	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c01-status-live-live/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A4/c01-status-live-live/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A4/c01-status-live-live/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c01-status-live-live/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/ta4c01statuslive/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A4/c02-status-016b-live/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta4c02status016b	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c02-status-016b-live/consumers.tsv	status-noarg	1	P1-ADJACENT	ae status	ae status	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c02-status-016b-live/consumers.tsv	status-missing	1	P1-ADJACENT	ae status	ae status no-such-session	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c02-status-016b-live/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A4/c02-status-016b-live/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A4/c02-status-016b-live/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c02-status-016b-live/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/ta4c02status016b/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A4/c03-next-noattach-ro/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c03-next-noattach-ro/consumers.tsv	next-again	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c03-next-noattach-ro/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A4/c03-next-noattach-rw/consumers.tsv	next	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c03-next-noattach-rw/consumers.tsv	next-again	0	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A4/c03-next-noattach-rw/consumers.tsv	list-needsattn-json	0	P1	ae list	ae list --needs-attn --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A4/c04-next-attach-outside-ro/consumers.tsv	next-attach	1	P2	ae next --attach	ae next --attach	frozen	performs an action beyond reporting
arms/A4/c04-next-attach-outside-rw/consumers.tsv	next-attach	1	P2	ae next --attach	ae next --attach	frozen	performs an action beyond reporting
arms/A4/c05-020b-barrier-rw/consumers.tsv	barrier-next	0	P1-ADJACENT	ae next	AE_HOOK=H_NEXT_SELECTED ae next	hooked	a read, but not named by VISION:93 — not parity-gating
arms/A5/a5-clean-controlled-path/consumers.tsv	doctor	0	P1-ADJACENT	ae doctor	ae doctor under PATH=<CASE>/a5-clean/bin	unrecorded	a read, but not named by VISION:93 — not parity-gating
arms/A5/a5-no-bash-on-path-controlled-path/consumers.tsv	doctor	0	P1-ADJACENT	ae doctor	ae doctor under PATH=<CASE>/a5-no-bash-on-path/bin	unrecorded	a read, but not named by VISION:93 — not parity-gating
arms/A5/a5-no-config-controlled-path/consumers.tsv	doctor	1	P1-ADJACENT	ae doctor	ae doctor under PATH=<CASE>/a5-no-config/bin	unrecorded	a read, but not named by VISION:93 — not parity-gating
arms/A5/a5-no-flock-controlled-path/consumers.tsv	doctor	0	P1-ADJACENT	ae doctor	ae doctor under PATH=<CASE>/a5-no-flock/bin	unrecorded	a read, but not named by VISION:93 — not parity-gating
arms/A5/a5-no-git-controlled-path/consumers.tsv	doctor	1	P1-ADJACENT	ae doctor	ae doctor under PATH=<CASE>/a5-no-git/bin	unrecorded	a read, but not named by VISION:93 — not parity-gating
arms/A5/a5-no-tail-controlled-path/consumers.tsv	doctor	1	P1-ADJACENT	ae doctor	ae doctor under PATH=<CASE>/a5-no-tail/bin	unrecorded	a read, but not named by VISION:93 — not parity-gating
arms/A5/a5-no-tmux-controlled-path/consumers.tsv	doctor	1	P1-ADJACENT	ae doctor	ae doctor under PATH=<CASE>/a5-no-tmux/bin	unrecorded	a read, but not named by VISION:93 — not parity-gating
arms/A6/a6-c01-m1-control-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c01-m1-control-ro/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c01-m1-control-ro/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c01-m1-control-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c01-m1-control-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c01-m1-control-rw/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c01-m1-control-rw/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c01-m1-control-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c02-m2-wrong-ref-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c02-m2-wrong-ref-ro/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c02-m2-wrong-ref-ro/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c02-m2-wrong-ref-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c02-m2-wrong-ref-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c02-m2-wrong-ref-rw/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c02-m2-wrong-ref-rw/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c02-m2-wrong-ref-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c03-m3-wrong-actor-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c03-m3-wrong-actor-ro/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c03-m3-wrong-actor-ro/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c03-m3-wrong-actor-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c03-m3-wrong-actor-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c03-m3-wrong-actor-rw/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c03-m3-wrong-actor-rw/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c03-m3-wrong-actor-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c04-m4-wrong-target-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c04-m4-wrong-target-ro/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c04-m4-wrong-target-ro/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c04-m4-wrong-target-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c04-m4-wrong-target-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c04-m4-wrong-target-rw/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c04-m4-wrong-target-rw/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c04-m4-wrong-target-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c05-m5-routed-vs-routed-mismatch-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c06-m6-mixed-routed-display-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c06-m6-mixed-routed-display-ro/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c06-m6-mixed-routed-display-ro/consumers.tsv	requests-inbox	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests inbox	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c06-m6-mixed-routed-display-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c06-m6-mixed-routed-display-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A6/a6-c06-m6-mixed-routed-display-rw/consumers.tsv	requests-mine	1	P1	helper:requests	<AE_HOME>/sessions/tg5/requests mine	generated-helper	read surface NAMED by VISION:93 — parity-gating
